time,channel_size,last_executed,last_index,last_committed,forwardings
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440284,0,0,0,0,0
1691440285,0,0,0,0,0
1691440285,0,0,0,0,0
1691440285,0,0,0,0,0
1691440285,0,0,0,0,0
1691440285,0,0,0,0,0
1691440285,0,0,0,0,0
1691440285,0,0,0,0,0
1691440285,0,0,0,0,0
1691440285,0,0,0,0,0
1691440285,0,0,0,0,0
1691440285,0,0,0,0,0
1691440285,0,0,0,0,0
1691440285,0,0,0,0,0
1691440285,0,0,0,0,0
1691440285,0,0,0,0,0
1691440285,0,0,0,0,0
1691440285,0,0,0,0,0
1691440285,0,0,0,0,0
1691440285,0,0,0,0,0
1691440285,0,0,0,0,0
1691440285,0,0,0,0,0
1691440285,0,0,0,0,0
1691440285,0,0,0,0,0
1691440285,0,0,0,0,0
1691440285,0,0,0,0,0
1691440285,0,0,0,0,0
1691440285,0,0,0,0,0
1691440285,0,0,0,0,0
1691440285,0,0,0,0,0
1691440285,0,0,0,0,0
1691440285,0,0,0,0,0
1691440285,0,0,0,0,0
1691440285,0,0,0,0,0
1691440285,0,0,0,0,0
1691440285,0,0,0,0,0
1691440285,0,0,0,0,0
1691440285,0,0,0,0,0
1691440285,0,0,0,0,0
1691440285,0,0,0,0,0
1691440285,0,0,0,0,0
1691440285,0,0,0,0,0
1691440285,0,0,0,0,0
1691440285,0,0,0,0,0
1691440285,0,0,0,0,0
1691440285,0,0,0,0,0
1691440285,0,0,0,0,0
1691440285,0,0,0,0,0
1691440285,0,0,0,0,0
1691440285,0,0,0,0,0
1691440285,0,0,0,0,0
1691440285,0,0,0,0,0
1691440285,0,0,0,0,0
1691440285,0,0,0,0,0
1691440285,0,0,0,0,0
1691440285,0,0,0,0,0
1691440285,0,0,0,0,0
1691440285,0,0,0,0,0
1691440285,0,0,0,0,0
1691440285,0,0,0,0,0
1691440285,0,0,0,0,0
1691440285,0,0,0,0,0
1691440285,0,0,0,0,0
1691440285,0,0,0,0,0
1691440285,0,0,0,0,0
1691440285,0,0,0,0,0
1691440285,0,0,0,0,0
1691440285,0,0,0,0,0
1691440285,0,0,0,0,0
1691440285,0,0,0,0,0
1691440285,0,0,0,0,0
1691440285,0,0,0,0,0
1691440285,0,0,0,0,0
1691440285,0,0,0,0,0
1691440285,0,0,0,0,0
1691440285,0,0,0,0,0
1691440285,0,0,0,0,0
1691440285,0,0,0,0,0
1691440285,0,0,0,0,0
1691440285,0,0,0,0,0
1691440285,0,0,0,0,0
1691440285,0,0,0,0,0
1691440285,0,0,0,0,0
1691440285,0,0,0,0,0
1691440285,0,0,0,0,0
1691440285,0,0,0,0,0
