time,channel_size,last_executed,last_index,last_committed,forwardings, forwarding_latencies
1692049673,0,0,0,0,0,0
1692049673,0,0,0,0,0,0
1692049673,0,0,0,0,0,0
1692049673,0,0,0,0,0,0
1692049673,0,0,0,0,0,0
1692049673,0,0,0,0,0,0
1692049673,0,0,0,0,0,0
1692049673,0,0,0,0,0,0
1692049673,0,0,0,0,0,0
1692049673,0,0,0,0,0,0
1692049673,0,0,0,0,0,0
1692049673,0,0,0,0,0,0
1692049673,0,0,0,0,0,0
1692049673,0,0,0,0,0,0
1692049673,0,0,0,0,0,0
1692049673,0,0,0,0,0,0
1692049673,0,0,0,0,0,0
1692049673,0,0,0,0,0,0
1692049673,0,0,0,0,0,0
1692049673,0,0,0,0,0,0
1692049673,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049674,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049675,0,0,0,0,0,0
1692049676,0,0,0,0,0,0
1692049676,0,0,0,0,0,0
1692049676,0,0,0,0,0,0
1692049676,0,0,0,0,0,0
1692049676,0,0,0,0,0,0
1692049676,0,0,0,0,0,0
1692049676,0,0,0,0,0,0
1692049676,0,0,0,0,0,0
1692049676,0,0,0,0,0,0
1692049676,0,0,0,0,0,0
1692049676,0,0,0,0,0,0
1692049676,0,0,0,0,0,0
1692049676,0,0,0,0,0,0
1692049676,0,0,0,0,0,0
1692049676,0,0,0,0,0,0
1692049676,0,0,0,0,0,0
1692049676,0,0,0,0,0,0
1692049676,0,0,0,0,0,0
1692049676,0,0,0,0,0,0
1692049676,0,0,0,0,0,0
1692049676,0,0,0,0,0,0
1692049676,0,0,0,0,0,0
1692049676,0,0,0,0,0,0
1692049676,0,0,0,0,0,0
1692049676,0,0,0,0,0,0
1692049676,0,0,0,0,0,0
1692049676,0,0,0,0,0,0
1692049676,0,0,0,0,0,0
1692049676,0,0,0,0,0,0
1692049676,0,0,0,0,0,0
1692049676,0,0,0,0,0,0
1692049676,0,0,0,0,0,0
1692049676,0,0,0,0,0,0
1692049676,0,0,0,0,0,0
1692049676,0,0,0,0,0,0
1692049676,0,0,0,0,0,0
1692049676,0,0,0,0,0,0
1692049676,0,0,0,0,0,0
1692049676,0,0,0,0,0,0
1692049676,0,0,0,0,0,0
1692049676,0,0,0,0,0,0
1692049676,0,0,0,0,0,0
1692049676,0,0,0,0,0,0
1692049676,0,0,0,0,0,0
1692049676,0,0,0,0,0,0
1692049676,0,0,0,0,0,0
1692049676,0,0,0,0,0,0
1692049676,0,0,0,0,0,0
1692049676,0,0,0,0,0,0
1692049676,0,0,0,0,0,0
1692049676,0,0,0,0,0,0
1692049676,0,0,0,0,0,0
1692049676,0,0,0,0,0,0
1692049676,0,0,0,0,0,0
1692049676,0,0,0,0,0,0
1692049676,0,0,0,0,0,0
1692049676,0,0,0,0,0,0
1692049676,0,0,0,0,0,0
1692049676,0,0,0,0,0,0
1692049676,0,0,0,0,0,0
1692049676,0,0,0,0,0,0
1692049676,0,0,0,0,0,0
1692049676,0,0,0,0,0,0
1692049676,0,0,0,0,0,0
1692049676,0,0,0,0,0,0
