time,channel_size,last_executed,last_index,last_committed,forwardings, forwarding_latencies
1692048985,0,0,0,0,0,0
1692048985,0,0,0,0,0,0
1692048985,0,0,0,0,0,0
1692048985,0,0,0,0,0,0
1692048985,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048986,0,0,0,0,0,0
1692048987,0,0,0,0,0,0
1692048987,0,0,0,0,0,0
1692048987,0,0,0,0,0,0
